EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.002829313278198242,0,1,INITIAL_BUFFERING,Writing,45226
0.010769128799438477,0,1,PLAY,InitialBuffering-Play,0
0.012762784957885742,0,0,PLAY,StillPlaying,45226
0.4635453224182129,0,1,PLAY,Writing,88783.0
0.9465112686157227,0,2,PLAY,Writing,128503.0
1.6497979164123535,1,3,PLAY,Writing,177437.0
2.4254777431488037,2,4,PLAY,Writing,217761.0
3.0941989421844482,3,5,PLAY,Writing,255865.0
3.695244312286377,3,6,PLAY,Writing,323047.0
4.01598334312439,4,5,PLAY,StillPlaying,88783.0
5.502809762954712,5,6,PLAY,Writing,378355.0
7.38693904876709,7,7,PLAY,Writing,509091.0
8.01589298248291,8,6,PLAY,StillPlaying,128503.0
9.697656869888306,9,7,PLAY,Writing,577751.0
12.01591944694519,12,6,PLAY,StillPlaying,177437.0
13.868381023406982,13,7,PLAY,Writing,782553.0
16.01590895652771,16,6,PLAY,StillPlaying,217761.0
20.015841245651245,20,5,PLAY,StillPlaying,255865.0
20.45558452606201,20,6,PLAY,Writing,1008699.0
21.77482843399048,21,7,PLAY,Writing,577751.0
24.01596212387085,24,6,PLAY,StillPlaying,323047.0
26.618235111236572,26,7,PLAY,Writing,782553.0
27.46850037574768,27,8,PLAY,Writing,577751.0
28.016130685806274,28,7,PLAY,StillPlaying,378355.0
28.19336223602295,28,8,PLAY,Writing,782553.0
29.31726312637329,29,9,PLAY,Writing,1008699.0
31.00747585296631,30,10,PLAY,Writing,1207152.0
32.01612114906311,32,9,PLAY,StillPlaying,509091.0
32.77951788902283,32,10,PLAY,Writing,1473801.0
35.414026975631714,35,11,PLAY,Writing,2087347.0
36.01587224006653,36,10,PLAY,StillPlaying,577751.0
40.0154926776886,40,9,PLAY,StillPlaying,782553.0
44.0154242515564,44,8,PLAY,StillPlaying,1008699.0
48.01662516593933,48,7,PLAY,StillPlaying,577751.0
48.61839938163757,48,8,PLAY,Writing,2409742.0
51.87939214706421,51,9,PLAY,Writing,1473801.0
52.015682220458984,52,8,PLAY,StillPlaying,782553.0
55.20097279548645,55,9,PLAY,Writing,2087347.0
56.015397787094116,56,8,PLAY,StillPlaying,577751.0
56.981003522872925,56,9,PLAY,Writing,1473801.0
59.252214431762695,59,10,PLAY,Writing,2087347.0
60.015559673309326,60,9,PLAY,StillPlaying,782553.0
60.568267822265625,60,10,PLAY,Writing,1207152.0
62.56641507148743,62,11,PLAY,Writing,1473801.0
64.01604580879211,64,10,PLAY,StillPlaying,1008699.0
68.0162661075592,68,9,PLAY,StillPlaying,1207152.0
70.00347399711609,69,10,PLAY,Writing,2087347.0
71.56914067268372,71,11,PLAY,Writing,1473801.0
72.03613424301147,72,10,PLAY,StillPlaying,1473801.0
76.01546502113342,76,9,PLAY,StillPlaying,2087347.0
79.74121022224426,79,10,PLAY,Writing,2087347.0
80.01604437828064,80,9,PLAY,StillPlaying,2409742.0
83.18409395217896,83,10,PLAY,Writing,1473801.0
84.01621103286743,84,9,PLAY,StillPlaying,1473801.0
87.39492130279541,87,10,PLAY,Writing,2087347.0
88.01591968536377,88,9,PLAY,StillPlaying,2087347.0
89.72830772399902,89,10,PLAY,Writing,1473801.0
92.01673364639282,92,9,PLAY,StillPlaying,1473801.0
94.42900609970093,94,10,PLAY,Writing,2087347.0
96.01598739624023,96,9,PLAY,StillPlaying,2087347.0
97.84988021850586,97,10,PLAY,Writing,1473801.0
100.01577186584473,100,9,PLAY,StillPlaying,1207152.0
101.99593091011047,101,10,PLAY,Writing,2087347.0
104.01592564582825,104,9,PLAY,StillPlaying,1473801.0
105.48442006111145,105,10,PLAY,Writing,1473801.0
108.01612186431885,108,9,PLAY,StillPlaying,2087347.0
109.30582118034363,109,10,PLAY,Writing,2087347.0
111.97214984893799,111,11,PLAY,Writing,1473801.0
112.01515674591064,112,10,PLAY,StillPlaying,1473801.0
116.01543498039246,116,9,PLAY,StillPlaying,2087347.0
119.7729651927948,119,10,PLAY,Writing,2087347.0
120.01602840423584,120,9,PLAY,StillPlaying,1473801.0
121.091383934021,121,10,PLAY,Writing,1473801.0
124.01612949371338,124,9,PLAY,StillPlaying,2087347.0
125.96972036361694,125,10,PLAY,Writing,2087347.0
128.01639866828918,128,9,PLAY,StillPlaying,1473801.0
129.83128929138184,129,10,PLAY,Writing,1473801.0
132.01568293571472,132,9,PLAY,StillPlaying,2087347.0
136.0161373615265,136,8,PLAY,StillPlaying,1473801.0
