EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0008771419525146484,0,1,INITIAL_BUFFERING,Writing,45226
0.005772113800048828,0,1,PLAY,InitialBuffering-Play,0
0.007650613784790039,0,0,PLAY,StillPlaying,45226
0.11653685569763184,0,1,PLAY,Writing,45226.0
0.3359694480895996,0,2,PLAY,Writing,88783.0
0.6707055568695068,0,3,PLAY,Writing,128503.0
1.1485867500305176,1,4,PLAY,Writing,177437.0
1.665172815322876,1,5,PLAY,Writing,217761.0
2.0559780597686768,2,6,PLAY,Writing,255865.0
2.764286756515503,2,7,PLAY,Writing,323047.0
3.759507894515991,3,8,PLAY,Writing,378355.0
4.009450435638428,4,7,PLAY,StillPlaying,45226.0
4.47576642036438,4,8,PLAY,Writing,509091.0
5.3094189167022705,5,9,PLAY,Writing,577751.0
6.242319583892822,6,10,PLAY,Writing,782553.0
7.364105224609375,7,11,PLAY,Writing,1008699.0
8.012447357177734,8,10,PLAY,StillPlaying,88783.0
12.010079145431519,12,9,PLAY,StillPlaying,128503.0
12.976134061813354,12,10,PLAY,Writing,1207152.0
15.346168279647827,15,11,PLAY,Writing,1473801.0
16.00986337661743,16,10,PLAY,StillPlaying,177437.0
20.010018825531006,20,9,PLAY,StillPlaying,217761.0
20.800979614257812,20,10,PLAY,Writing,2087347.0
23.14196467399597,23,11,PLAY,Writing,2409742.0
24.009246587753296,24,10,PLAY,StillPlaying,255865.0
28.010210514068604,28,9,PLAY,StillPlaying,323047.0
30.281455516815186,30,10,PLAY,Writing,2944291.0
32.009817361831665,32,9,PLAY,StillPlaying,378355.0
32.89378643035889,32,10,PLAY,Writing,3340509.0
35.89957332611084,35,11,PLAY,Writing,2944291.0
36.009337425231934,36,10,PLAY,StillPlaying,509091.0
40.009241342544556,40,9,PLAY,StillPlaying,577751.0
44.01003885269165,44,8,PLAY,StillPlaying,782553.0
45.09293055534363,45,9,PLAY,Writing,3340509.0
47.90375208854675,47,10,PLAY,Writing,2944291.0
48.009515047073364,48,9,PLAY,StillPlaying,1008699.0
49.2460834980011,49,10,PLAY,Writing,3340509.0
51.676894426345825,51,11,PLAY,Writing,3613836.0
52.009361267089844,52,10,PLAY,StillPlaying,1207152.0
56.00984454154968,56,9,PLAY,StillPlaying,1473801.0
57.95693016052246,57,10,PLAY,Writing,2944291.0
59.65762138366699,59,11,PLAY,Writing,3340509.0
60.0098659992218,60,10,PLAY,StillPlaying,2087347.0
64.00972533226013,64,9,PLAY,StillPlaying,2409742.0
66.92515873908997,66,10,PLAY,Writing,2409742.0
68.00996398925781,68,9,PLAY,StillPlaying,2944291.0
68.98210072517395,68,10,PLAY,Writing,2944291.0
72.0093457698822,72,9,PLAY,StillPlaying,3340509.0
72.77222943305969,72,10,PLAY,Writing,2409742.0
76.0093731880188,76,9,PLAY,StillPlaying,2944291.0
76.09931421279907,76,10,PLAY,Writing,2087347.0
79.94439196586609,79,11,PLAY,Writing,2409742.0
80.00932192802429,80,10,PLAY,StillPlaying,3340509.0
84.00995993614197,84,9,PLAY,StillPlaying,2944291.0
86.08602523803711,86,10,PLAY,Writing,2087347.0
88.0101466178894,88,9,PLAY,StillPlaying,3340509.0
88.28223943710327,88,10,PLAY,Writing,2409742.0
91.44169855117798,91,11,PLAY,Writing,2944291.0
92.00931930541992,92,10,PLAY,StillPlaying,3613836.0
96.00930380821228,96,9,PLAY,StillPlaying,2944291.0
98.12780976295471,98,10,PLAY,Writing,2409742.0
100.00995802879333,100,9,PLAY,StillPlaying,3340509.0
101.39172887802124,101,10,PLAY,Writing,2944291.0
104.00992965698242,104,9,PLAY,StillPlaying,2409742.0
105.06326079368591,105,10,PLAY,Writing,3340509.0
108.01010298728943,108,9,PLAY,StillPlaying,2944291.0
108.51531958580017,108,10,PLAY,Writing,3613836.0
110.90704536437988,110,11,PLAY,Writing,2944291.0
112.0092875957489,112,10,PLAY,StillPlaying,2409742.0
116.00978136062622,116,9,PLAY,StillPlaying,2087347.0
118.21747612953186,118,10,PLAY,Writing,3340509.0
119.81803774833679,119,11,PLAY,Writing,3613836.0
120.00910305976868,120,10,PLAY,StillPlaying,2409742.0
124.0100166797638,124,9,PLAY,StillPlaying,2087347.0
126.76966714859009,126,10,PLAY,Writing,2944291.0
