EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0006933212280273438,0,1,INITIAL_BUFFERING,Writing,45226
0.004487037658691406,0,1,PLAY,InitialBuffering-Play,0
0.006640434265136719,0,0,PLAY,StillPlaying,45226
2.8376362323760986,2,1,PLAY,Writing,88783.0
3.7061166763305664,3,2,PLAY,Writing,128503.0
4.009719371795654,4,1,PLAY,StillPlaying,88783.0
5.267080307006836,5,2,PLAY,Writing,177437.0
6.960509300231934,6,3,PLAY,Writing,217761.0
7.8435585498809814,7,4,PLAY,Writing,255865.0
8.009323596954346,8,3,PLAY,StillPlaying,128503.0
9.487938642501831,9,4,PLAY,Writing,323047.0
11.397464990615845,11,5,PLAY,Writing,378355.0
12.00944447517395,12,4,PLAY,StillPlaying,177437.0
12.82265019416809,12,5,PLAY,Writing,509091.0
14.144179105758667,14,6,PLAY,Writing,577751.0
16.009416103363037,16,5,PLAY,StillPlaying,217761.0
16.489809036254883,16,6,PLAY,Writing,782553.0
20.02635145187378,20,5,PLAY,StillPlaying,255865.0
24.009867906570435,24,4,PLAY,StillPlaying,323047.0
25.101585149765015,25,5,PLAY,Writing,1008699.0
28.009853839874268,28,4,PLAY,StillPlaying,378355.0
29.256116151809692,29,5,PLAY,Writing,782553.0
30.619740962982178,30,6,PLAY,Writing,577751.0
31.96599054336548,31,7,PLAY,Writing,782553.0
32.00975823402405,32,6,PLAY,StillPlaying,509091.0
32.72605800628662,32,7,PLAY,Writing,1008699.0
33.63359713554382,33,8,PLAY,Writing,782553.0
35.542468786239624,35,9,PLAY,Writing,1008699.0
36.00978446006775,36,8,PLAY,StillPlaying,577751.0
37.296101570129395,37,9,PLAY,Writing,1207152.0
39.20464825630188,39,10,PLAY,Writing,1473801.0
40.00954985618591,40,9,PLAY,StillPlaying,782553.0
42.69268798828125,42,10,PLAY,Writing,2087347.0
44.00949692726135,44,9,PLAY,StillPlaying,1008699.0
46.493924379348755,46,10,PLAY,Writing,2409742.0
48.00934958457947,48,9,PLAY,StillPlaying,782553.0
48.159547090530396,48,10,PLAY,Writing,2087347.0
50.20900535583496,50,11,PLAY,Writing,2409742.0
52.00948619842529,52,10,PLAY,StillPlaying,577751.0
56.00996518135071,56,9,PLAY,StillPlaying,782553.0
57.26949596405029,57,10,PLAY,Writing,2944291.0
59.57991909980774,59,11,PLAY,Writing,2087347.0
60.00965452194214,60,10,PLAY,StillPlaying,1008699.0
64.00929355621338,64,9,PLAY,StillPlaying,782553.0
65.61201238632202,65,10,PLAY,Writing,1473801.0
67.92103099822998,67,11,PLAY,Writing,2087347.0
68.00954127311707,68,10,PLAY,StillPlaying,1008699.0
72.00930261611938,72,9,PLAY,StillPlaying,1207152.0
72.7322769165039,72,10,PLAY,Writing,1473801.0
74.89543986320496,74,11,PLAY,Writing,2087347.0
76.00992727279663,76,10,PLAY,StillPlaying,1473801.0
80.0098569393158,80,9,PLAY,StillPlaying,2087347.0
81.11303305625916,81,10,PLAY,Writing,2409742.0
83.7678325176239,83,11,PLAY,Writing,2944291.0
84.01190519332886,84,10,PLAY,StillPlaying,2409742.0
88.00945925712585,88,9,PLAY,StillPlaying,2087347.0
89.98278045654297,89,10,PLAY,Writing,3340509.0
91.67107653617859,91,11,PLAY,Writing,3613836.0
92.00982356071472,92,10,PLAY,StillPlaying,2409742.0
96.00947403907776,96,9,PLAY,StillPlaying,2944291.0
96.96376895904541,96,10,PLAY,Writing,3936261.0
98.22813630104065,98,11,PLAY,Writing,3936261.0
100.00946855545044,100,10,PLAY,StillPlaying,2087347.0
103.66756987571716,103,11,PLAY,Writing,3936261.0
104.00959372520447,104,10,PLAY,StillPlaying,1473801.0
108.01032161712646,108,9,PLAY,StillPlaying,2087347.0
108.9924738407135,108,10,PLAY,Writing,3936261.0
110.16702270507812,110,11,PLAY,Writing,3936261.0
112.00945782661438,112,10,PLAY,StillPlaying,1473801.0
115.47769165039062,115,11,PLAY,Writing,3936261.0
116.0098443031311,116,10,PLAY,StillPlaying,2087347.0
120.00951027870178,120,9,PLAY,StillPlaying,2409742.0
120.12068581581116,120,10,PLAY,Writing,3936261.0
