EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.0006983280181884766,0,1,INITIAL_BUFFERING,Writing,45226
0.0059239864349365234,0,1,PLAY,InitialBuffering-Play,0
0.00758051872253418,0,0,PLAY,StillPlaying,45226
0.5260186195373535,0,1,PLAY,Writing,88783.0
1.293602466583252,1,2,PLAY,Writing,128503.0
2.2570817470550537,2,3,PLAY,Writing,177437.0
3.380890369415283,3,4,PLAY,Writing,217761.0
4.01174259185791,4,3,PLAY,StillPlaying,88783.0
4.436824798583984,4,4,PLAY,Writing,255865.0
5.402125120162964,5,5,PLAY,Writing,323047.0
7.7093892097473145,7,6,PLAY,Writing,378355.0
8.011651754379272,8,5,PLAY,StillPlaying,128503.0
11.078375816345215,11,6,PLAY,Writing,509091.0
12.01222562789917,12,5,PLAY,StillPlaying,177437.0
14.264562606811523,14,6,PLAY,Writing,577751.0
16.012393712997437,16,5,PLAY,StillPlaying,217761.0
18.581339597702026,18,6,PLAY,Writing,782553.0
20.01224184036255,20,5,PLAY,StillPlaying,255865.0
21.65898633003235,21,6,PLAY,Writing,577751.0
24.012240171432495,24,5,PLAY,StillPlaying,323047.0
25.781327486038208,25,6,PLAY,Writing,782553.0
28.01237988471985,28,5,PLAY,StillPlaying,378355.0
29.07928156852722,29,6,PLAY,Writing,577751.0
32.011733531951904,32,5,PLAY,StillPlaying,509091.0
33.55009841918945,33,6,PLAY,Writing,782553.0
35.26679587364197,35,7,PLAY,Writing,577751.0
36.012239933013916,36,6,PLAY,StillPlaying,577751.0
38.86006259918213,38,7,PLAY,Writing,782553.0
40.01225519180298,40,6,PLAY,StillPlaying,782553.0
41.66973638534546,41,7,PLAY,Writing,577751.0
44.01236867904663,44,6,PLAY,StillPlaying,577751.0
45.29667067527771,45,7,PLAY,Writing,782553.0
48.012263774871826,48,6,PLAY,StillPlaying,782553.0
48.226624727249146,48,7,PLAY,Writing,577751.0
52.01180100440979,52,6,PLAY,StillPlaying,577751.0
52.77783441543579,52,7,PLAY,Writing,782553.0
56.03719997406006,56,6,PLAY,StillPlaying,782553.0
56.34987950325012,56,7,PLAY,Writing,577751.0
60.01204013824463,60,6,PLAY,StillPlaying,577751.0
60.747819662094116,60,7,PLAY,Writing,782553.0
63.6057448387146,63,8,PLAY,Writing,577751.0
64.01191020011902,64,7,PLAY,StillPlaying,782553.0
67.74097466468811,67,8,PLAY,Writing,782553.0
68.01170921325684,68,7,PLAY,StillPlaying,577751.0
70.50862884521484,70,8,PLAY,Writing,509091.0
72.0123040676117,72,7,PLAY,StillPlaying,782553.0
74.13661503791809,74,8,PLAY,Writing,577751.0
76.01177978515625,76,7,PLAY,StillPlaying,577751.0
76.28240203857422,76,8,PLAY,Writing,378355.0
78.84806060791016,78,9,PLAY,Writing,509091.0
80.01243543624878,80,8,PLAY,StillPlaying,782553.0
80.74736213684082,80,9,PLAY,Writing,378355.0
83.2251455783844,83,10,PLAY,Writing,509091.0
84.01207637786865,84,9,PLAY,StillPlaying,577751.0
86.77970671653748,86,10,PLAY,Writing,577751.0
88.01193451881409,88,9,PLAY,StillPlaying,782553.0
90.35208678245544,90,10,PLAY,Writing,782553.0
92.01223301887512,92,9,PLAY,StillPlaying,577751.0
93.56101322174072,93,10,PLAY,Writing,577751.0
96.01168775558472,96,9,PLAY,StillPlaying,782553.0
98.24679064750671,98,10,PLAY,Writing,782553.0
100.01223087310791,100,9,PLAY,StillPlaying,509091.0
101.2354302406311,101,10,PLAY,Writing,577751.0
104.01227235794067,104,9,PLAY,StillPlaying,577751.0
105.67036056518555,105,10,PLAY,Writing,782553.0
108.01171517372131,108,9,PLAY,StillPlaying,378355.0
108.10016417503357,108,10,PLAY,Writing,577751.0
112.01224637031555,112,9,PLAY,StillPlaying,509091.0
112.59239315986633,112,10,PLAY,Writing,782553.0
115.65995621681213,115,11,PLAY,Writing,577751.0
116.01204299926758,116,10,PLAY,StillPlaying,378355.0
